,Verbs
9232,called
9233,spoke
9234,said
9235,try
9236,add
9237,answered
9238,waiting
9239,managed
9240,disconnected
9241,spoken
9242,emailed
9243,need
9244,took
9245,emails
9246,helping
9247,collected
9248,managed
9249,calling
9250,tried
9251,booking
9252,told
9253,bought
9254,done
9255,ba
9256,caused
9257,ba
9258,making
9259,cancelled
9260,holding
9261,make
9262,virus
9263,making
9264,updates
9265,disappointed
9266,expect
9267,booked
9268,uk
9269,leaving
9270,going
9271,preexisting
9272,doctor
9273,asked
9274,associates
9275,talked
9276,caring
9277,travel
9278,use
9279,lose
9280,make
9281,place
9282,place
9283,expect
9284,make
9285,dealing
9286,reevaluate
9287,crisisand
9288,make
9289,needed
9290,trust
9291,purchased
9292,forcing
9293,happening
9294,adjusting
9295,remember
9296,choose
9297,think
9298,needs
9299,want
9300,2020
9301,pandemic
9302,commend
9303,accused
9304,coughing
9305,hear
9306,said
9307,working
9308,putting
9309,ensure
9310,get
9311,booking
9312,show
9313,operating
9314,providing
9315,updated
9316,working
9317,continue
9318,flying
9319,allow
9320,checked
9321,updated
9322,advises
9323,know
9324,suffering
9325,get
9326,expecting
9327,change
9328,booking
9329,keep
9330,complying
9331,funchal
9332,forcing
9333,fly
9334,advised
9335,fly
9336,found
9337,advised
9338,travelling
9339,ruled
9340,spend
9341,proposed
9342,stay
9343,contacted
9344,refund
9345,offered
9346,surprised
9347,facing
9348,premium
9349,treated
9350,wifi
9351,broken
9352,packs
9353,makes
9354,require
9355,retain
9356,mask
9357,oncegreat
9358,club
9359,tired
9360,dreaded
9361,ying
9362,going
9363,continues
9364,forcing
9365,fly
9366,cancelled
9367,advised
9368,going
9369,aires
9370,issue
9371,flying
9372,booking
9373,cancelled
9374,know
9375,causing
9376,appears
9377,handle
9378,proving
9379,cancelled
9380,booking
9381,booking
9382,manage
9383,booking
9384,booked
9385,improve
9386,app
9387,patience
9388,add
9389,run
9390,appear
9391,conceited
9392,going
9393,got
9394,canceled
9395,cancelled
9396,took
9397,delayed
9398,get
9399,provide
9400,offered
9401,fall
9402,flying
9403,cancelled
9404,takes
9405,emails
9406,sorted
9407,improved
9408,fly
9409,kept
9410,informed
9411,given
9412,offering
9413,given
9414,worked
9415,made
9416,booking
9417,format
9418,opposed
9419,according
9420,sent
9421,given
9422,check
9423,managed
9424,find
9425,discovered
9426,seated
9427,split
9428,cabin
9429,made
9430,providing
9431,praised
9432,restored
9433,cancelled
9434,”
9435,rebooked
9436,delayed
9437,arrived
9438,planned
9439,ba
9440,booked
9441,cancelled
9442,booked
9443,cancelled
9444,march
9445,seeing
9446,go
9447,ai
9448,found
9449,euro
9450,ill
9451,singapore
9452,return
9453,leaving
9454,became
9455,contacted
9456,said
9457,asked
9458,mum
9459,passed
9460,contacted
9461,said
9462,booked
9463,needed
9464,phoned
9465,said
9466,contact
9467,ba
9468,said
9469,phoned
9470,said
9471,gave
9472,booked
9473,paying
9474,lack
9475,helping
9476,astounded
9477,say
9478,use
9479,left
9480,arrived
9481,recline
9482,excludes
9483,continues
9484,get
9485,deserve
9486,ranked
9487,point
9488,boarding
9489,deplaning
9490,menu
9491,accompanied
9492,running
9493,provided
9494,came
9495,check
9496,remembered
9497,subsided
9498,deplaned
9499,complemented
9500,quilted
9501,showing
9502,continue
9503,prefer
9504,flying
9505,wants
9506,encountered
9507,choose
9508,decided
9509,takes
9510,seat
9511,asking
9512,automated
9513,ring
9514,waiting
9515,answered
9516,cram
9517,onto
9518,represents
9519,regards
9520,flew
9521,traveled
9522,addon
9523,boarded
9524,came
9525,got
9526,settled
9527,started
9528,sleeping
9529,grabbed
9530,gave
9531,saying
9532,missing
9533,told
9534,pillow
9535,given
9536,stood
9537,stealing
9538,gave
9539,seat
9540,gave
9541,offered
9542,said
9543,keep
9544,gone
9545,needs
9546,training
9547,offered
9548,packed
9549,seating
9550,seat
9551,iffy
9552,paid
9553,served
9554,took
9555,getting
9556,prepared
9557,get
9558,require
9559,support
9560,booking
9561,need
9562,vegas
9563,experienced
9564,felt
9565,sitting
9566,facing
9567,cancelled
9568,rebooked
9569,cancelled
9570,left
9571,buy
9572,tried
9573,calling
9574,answering
9575,claiming
9576,cancelled
9577,getting
9578,london
9579,informed
9580,window
9581,checking
9582,got
9583,loved
9584,sofia
9585,refreshed
9586,stated
9587,get
9588,following
9589,ba
9590,heathrows
9591,expected
9592,club
9593,crowded
9594,boarding
9595,honoured
9596,provided
9597,drinks
9598,given
9599,found
9600,arriving
9601,discussed
9602,find
9603,managed
9604,get
9605,boarding
9606,issued
9607,missed
9608,cancelled
9609,giving
9610,getting
9611,cramped
9612,middle
9613,make
9614,refer
9615,see
9616,cut
9617,cost
9618,flown
9619,departed
9620,got
9621,arrived
9622,fault
9623,done
9624,selected
9625,said
9626,pay
9627,spent
9628,bag
9629,delay
9630,fly
9631,designed
9632,lounge
9633,add
9634,degree
9635,unrelaxing
9636,civilised
9637,ensured
9638,watered
9639,allowing
9640,given
9641,expecting
9642,bedding
9643,become
9644,bread
9645,landing
9646,bas
9647,vegas
9648,felt
9649,travelling
9650,considering
9651,paid
9652,australia
9653,got
9654,offered
9655,take
9656,ordered
9657,got
9658,arrived
9659,asked
9660,offered
9661,used
9662,call
9663,offered
9664,offered
9665,got
9666,went
9667,presented
9668,promised
9669,breakfast
9670,served
9671,walked
9672,crew
9673,eating
9674,filled
9675,find
9676,sleeping
9677,thought
9678,drenched
9679,spoke
9680,used
9681,flying
9682,used
9683,dropped
9684,landing
9685,wake
9686,combined
9687,need
9688,say
9689,seating
9690,know
9691,upgraded
9692,cramped
9693,sitting
9694,take
9695,found
9696,put
9697,lying
9698,queuing
9699,forgive
9700,ba
9701,las
9702,ages
9703,written
9704,review
9705,landing
9706,zero
9707,unfair
9708,improved
9709,crew
9710,start
9711,goes
9712,given
9713,routes
9714,cancelled
9715,going
9716,said
9717,inn
9718,hordes
9719,looking
9720,arriving
9721,booking
9722,clunky
9723,kept
9724,saying
9725,showed
9726,booking
9727,offered
9728,confirmed
9729,calling
9730,failed
9731,know
9732,billing
9733,booking
9734,done
9735,associated
9736,used
9737,went
9738,take
9739,alaska
9740,sas
9741,getting
9742,boarding
9743,making
9744,pulled
9745,paid
9746,created
9747,issued
9748,booked
9749,getting
9750,spotted
9751,get
9752,called
9753,agreed
9754,’
9755,complained
9756,arrived
9757,goes
9758,rubbish
9759,plain
9760,goes
9761,travelling
9762,knows
9763,continues
9764,including
9765,winedispensing
9766,boarding
9767,kept
9768,informed
9769,displayed
9770,got
9771,stolen
9772,managed
9773,get
9774,get
9775,arrived
9776,allowed
9777,eyes
9778,went
9779,booked
9780,got
9781,informed
9782,happened
9783,gave
9784,didnt
9785,want
9786,say
9787,making
9788,got
9789,overwhelmed
9790,moving
9791,flying
9792,crew
9793,offering
9794,interesting
9795,engaging
9796,departed
9797,arrived
9798,took
9799,ba
9800,done
9801,know
9802,starting
9803,saving
9804,service
9805,limited
9806,blocking
9807,misplaced
9808,checked
9809,carry
9810,check
9811,rude
9812,took
9813,arrived
9814,come
9815,contacting
9816,speaking
9817,tried
9818,listening
9819,improve
9820,purchased
9821,travel
9822,purchased
9823,gave
9824,paid
9825,roundtrip
9826,fighting
9827,get
9828,provided
9829,filing
9830,calls
9831,providing
9832,stopped
9833,flying
9834,downgraded
9835,improved
9836,decided
9837,save
9838,flew
9839,modern
9840,seemed
9841,ba
9842,improved
9843,soggy
9844,enjoyed
9845,served
9846,ife
9847,dated
9848,ba
9849,need
9850,get
9851,include
9852,wanted
9853,infuriating
9854,allocated
9855,goes
9856,show
9857,get
9858,changed
9859,asked
9860,seeing
9861,flying
9862,connecting
9863,ba
9864,spent
9865,resented
9866,drink
9867,included
9868,treating
9869,connecting
9870,lowcost
9871,paid
9872,get
9873,hesitate
9874,fly
9875,consider
9876,airways
9877,’
9878,experienced
9879,sleeping
9880,pyjamas
9881,provided
9882,bed
9883,hesitate
9884,flying
9885,boeing
9886,bins
9887,row
9888,bins
9889,row
9890,recommend
9891,dated
9892,seating
9893,loaded
9894,happened
9895,make
9896,inform
9897,travelling
9898,come
9899,realised
9900,missing
9901,left
9902,buy
9903,knowing
9904,find
9905,meaning
9906,paris
9907,spent
9908,went
9909,disliked
9910,faces
9911,told
9912,expected
9913,taken
9914,landing
9915,euro
9916,pay
9917,avios
9918,find
9919,warsaw
9920,opened
9921,approx
9922,heathrow
9923,seat
9924,recommend
9925,take
9926,delayed
9927,spent
9928,needed
9929,flying
9930,sitting
9931,using
9932,take
9933,working
9934,sitting
9935,meaning
9936,sleeping
9937,going
9938,contacted
9939,made
9940,said
9941,crew
9942,talking
9943,dimmed
9944,slamming
9945,moved
9946,landed
9947,left
9948,received
9949,conclusion
9950,fly
9951,comair
9952,subscribed
9953,stretched
9954,followed
9955,drink
9956,included
9957,see
9958,choosing
9959,iced
9960,scorched
9961,comair
9962,need
9963,used
9964,outdated
9965,appalling
9966,handling
9967,put
9968,overnight
9969,sleep
9970,move
9971,appalling
9972,going
9973,need
9974,delayed
9975,kept
9976,landing
9977,took
9978,changed
9979,boeing
9980,boeing
9981,known
9982,speed
9983,boarding
9984,took
9985,went
9986,went
9987,gave
9988,ran
9989,give
9990,older
9991,legroom
9992,need
9993,boeing
9994,boeing
9995,london
9996,seat
9997,made
9998,left
9999,paid
10000,advised
10001,travelled
10002,’
10003,europe
10004,fault
10005,arrived
10006,entitled
10007,made
10008,relaxing
10009,boarding
10010,departed
10011,landed
10012,crew
10013,smoked
10014,served
10015,flying
10016,leg
10017,given
10018,rear
10019,seat
10020,helps
10021,tucked
10022,settled
10023,accommodating
10024,offered
10025,sleep
10026,woke
10027,breakfast
10028,enjoyed
10029,muesli
10030,felt
10031,relaxed
10032,provided
10033,made
10034,boarded
10035,curtain
10036,dividing
10037,taken
10038,removing
10039,creating
10040,encountered
10041,meal
10042,notified
10043,finished
10044,left
10045,landed
10046,get
10047,wifi
10048,offer
10049,get
10050,crew
10051,amazing
10052,terrifying
10053,drove
10054,knew
10055,going
10056,seeing
10057,cancelled
10058,expected
10059,see
10060,boarding
10061,surprised
10062,got
10063,settled
10064,crew
10065,waiting
10066,diicing
10067,made
10068,take
10069,relaxed
10070,including
10071,connecting
10072,sat
10073,looked
10074,ba
10075,provided
10076,kept
10077,deicing
10078,delayed
10079,procedures
10080,done
10081,managed
10082,smooth
10083,take
10084,smooth
10085,provided
10086,pie
10087,chicken
10088,curry
10089,want
10090,know
10091,get
10092,say
10093,crew
10094,made
10095,done
10096,paying
10097,london
10098,spent
10099,ran
10100,asked
10101,said
10102,going
10103,head
10104,headed
10105,sitting
10106,requested
10107,pointed
10108,got
10109,stopped
10110,working
10111,asked
10112,fix
10113,said
10114,try
10115,sighing
10116,deciding
10117,remain
10118,tell
10119,saying
10120,dropped
10121,remained
10122,asked
10123,allowed
10124,told
10125,enter
10126,got
10127,showed
10128,assume
10129,asked
10130,bringing
10131,handed
10132,reps
10133,bothered
10134,boarding
10135,done
10136,seen
10137,steam
10138,london
10139,give
10140,worst
10141,fly
10142,gave
10143,address
10144,purchasing
10145,tickets
10146,ensure
10147,flew
10148,heathrow
10149,limited
10150,slammed
10151,suggest
10152,using
10153,done
10154,flying
10155,check
10156,advised
10157,check
10158,check
10159,crew
10160,serving
10161,delayed
10162,tired
10163,finished
10164,seated
10165,row
10166,reached
10167,left
10168,fitting
10169,favourites
10170,flown
10171,offers
10172,seated
10173,toilet
10174,preordered
10175,offered
10176,haul
10177,looking
10178,getting
10179,arrived
10180,managed
10181,say
10182,need
10183,told
10184,trying
10185,athens
10186,provide
10187,selling
10188,ended
10189,london
10190,delayed
10191,coming
10192,expected
10193,checkin
10194,recognised
10195,hold
10196,airways
10197,checkin
10198,get
10199,accepted
10200,denied
10201,qr
10202,flying
10203,uses
10204,accept
10205,ba
10206,granted
10207,found
10208,delivered
10209,return
10210,departed
10211,king
10212,t3
10213,ife
10214,rewarding
10215,flew
10216,anniversary
10217,take
10218,complain
10219,served
10220,add
10221,enjoy
10222,served
10223,boeing
10224,highlight
10225,£550
10226,cake
10227,combined
10228,hit
10229,argue
10230,complaining
10231,compared
10232,let
10233,boarding
10234,crew
10235,made
10236,amazing
10237,say
10238,tank
10239,amazing
10240,future
10241,ba956
10242,delayed
10243,boarding
10244,asking
10245,check
10246,turns
10247,served
10248,buy
10249,booked
10250,provided
10251,required
10252,got
10253,found
10254,refused
10255,let
10256,fly
10257,getting
10258,enable
10259,acknowledged
10260,flying
10261,spending
10262,speaking
10263,caused
10264,telling
10265,resolved
10266,refusing
10267,asked
10268,solve
10269,taiwan
10270,told
10271,spoke
10272,used
10273,fly
10274,arrived
10275,needed
10276,charged
10277,assured
10278,didnt
10279,go
10280,trying
10281,get
10282,refund
10283,give
10284,claims
10285,respond
10286,sent
10287,showing
10288,charged
10289,respond
10290,claiming
10291,sent
10292,showing
10293,confirmed
10294,charges
10295,gone
10296,saw
10297,didnt
10298,owe
10299,give
10300,boeing
10301,showed
10302,fa
10303,f
10304,taken
10305,emerald
10306,means
10307,followed
10308,drink
10309,charged
10310,ensure
10311,sat
10312,went
10313,check
10314,given
10315,applied
10316,told
10317,paid
10318,email
10319,stating
10320,made
10321,put
10322,ends
10323,booked
10324,gave
10325,premium
10326,goes
10327,make
10328,delayed
10329,delayed
10330,recommend
10331,relaxed
10332,cabin
10333,ba
10334,goes
10335,rollout
10336,coming
10337,improved
10338,trying
10339,regain
10340,gone
10341,seen
10342,given
10343,removed
10344,take
10345,fly
10346,gone
10347,regaining
10348,shocking
10349,rude
10350,told
10351,suitcases
10352,flying
10353,reading
10354,surprised
10355,found
10356,priced
10357,get
10358,privacy
10359,sleeping
10360,slept
10361,receive
10362,topped
10363,focus
10364,seated
10365,put
10366,fastened
10367,cabin
10368,came
10369,listening
10370,responding
10371,take
10372,called
10373,explained
10374,needed
10375,ears
10376,closed
10377,fly
10378,hear
10379,demonstrated
10380,talking
10381,fail
10382,took
10383,ordered
10384,pointed
10385,asked
10386,came
10387,take
10388,told
10389,needed
10390,training
10391,look
10392,wrote
10393,complaint
10394,bothered
10395,sitting
10396,get
10397,served
10398,limited
10399,checked
10400,asked
10401,completed
10402,asked
10403,thought
10404,allowed
10405,flying
10406,refurbished
10407,failed
10408,evening
10409,descend
10410,eating
10411,improved
10412,crying
10413,calls
10414,queues
10415,crew
10416,lacked
10417,getting
10418,muddled
10419,took
10420,heating
10421,served
10422,aged
10423,flying
10424,boeing
10425,done
10426,bed
10427,makes
10428,get
10429,think
10430,include
10431,ba
10432,came
10433,left
10434,crew
10435,leaving
10436,landing
10437,served
10438,thought
10439,disembark
10440,refuelled
10441,reboarding
10442,go
10443,singapore
10444,seating
10445,booked
10446,cancelled
10447,rerouted
10448,ba
10449,airport
10450,go
10451,review
10452,junked
10453,ba
10454,tiny
10455,wrapped
10456,rattled
10457,fell
10458,let
10459,add
10460,looked
10461,understand
10462,welldeserved
10463,serviced
10464,side
10465,drink
10466,taken
10467,appeared
10468,asked
10469,turn
10470,reading
10471,claimed
10472,showed
10473,said
10474,broken
10475,discovered
10476,switch
10477,configured
10478,dividing
10479,kept
10480,dropping
10481,considering
10482,offer
10483,menu
10484,offered
10485,came
10486,setting
10487,glasses
10488,clutter
10489,courses
10490,end
10491,cramped
10492,stretch
10493,legroom
10494,centre
10495,window
10496,climb
10497,means
10498,climbed
10499,accepted
10500,travel
10501,use
10502,served
10503,get
10504,waiting
10505,approached
10506,wearing
10507,shrugged
10508,found
10509,worked
10510,went
10511,found
10512,sitting
10513,bangkok
10514,bangkok
10515,boeing
10516,gives
10517,crowded
10518,disappointing
10519,smoked
10520,cold
10521,overcooked
10522,used
10523,adressed
10524,serving
10525,forget
10526,serving
10527,crew
10528,went
10529,turned
10530,made
10531,put
10532,sleep
10533,legs
10534,go
10535,cleaned
10536,woke
10537,running
10538,lacks
10539,personalized
10540,feel
10541,wants
10542,compete
10543,go
10544,make
10545,damaged
10546,leaned
10547,delayed
10548,missed
10549,connecting
10550,came
10551,received
10552,rude
10553,gave
10554,traveling
10555,got
10556,said
10557,boarding
10558,put
10559,arrived
10560,ba
10561,gates
10562,lounge
10563,lounges
10564,a380s
10565,boarding
10566,meant
10567,snaking
10568,moved
10569,maligned
10570,dinner
10571,brought
10572,lack
10573,glamour
10574,overnight
10575,landing
10576,london
10577,delayed
10578,resulted
10579,missing
10580,delayed
10581,assigned
10582,boarding
10583,waiting
10584,made
10585,delayed
10586,like
10587,lost
10588,evening
10589,spent
10590,trying
10591,found
10592,leave
10593,crew
10594,taken
10595,looked
10596,ensure
10597,using
10598,charge
10599,check
10600,put
10601,ensure
10602,cheap
10603,insult
10604,fly
10605,london
10606,make
10607,paying
10608,fed
10609,aircraft
10610,delayed
10611,catch
10612,means
10613,crew
10614,announced
10615,bag
10616,paid
10617,fly
10618,cancelled
10619,meaning
10620,go
10621,cramped
10622,making
10623,get
10624,walk
10625,lacking
10626,offered
10627,toothbrushtoothpaste
10628,used
10629,call
10630,ignored
10631,see
10632,packed
10633,tin
10634,getting
10635,cramped
